<DTYYYYMMDD>,<TICKER>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
2017-07-18,Jam.Petr.,7811.0,7929.0,7811.0,7957.0,692186816,87709,39,D,7962.0,7830.0
2017-07-17,Jam.Petr.,7804.0,7920.0,7804.0,7962.0,107099336,13625,17,D,7963.0,7830.0
2017-07-16,Jam.Petr.,7988.0,7988.0,7875.0,7963.0,11076920964,1391049,103,D,7880.0,7949.0
2017-07-05,Jam.Petr.,9478.0,9478.0,9351.0,9450.0,1495558199,159208,73,D,9460.0,9469.0
2017-07-04,Jam.Petr.,9480.0,9480.0,9351.0,9460.0,149749562,15905,20,D,9461.0,9451.0
2017-07-03,Jam.Petr.,9488.0,9488.0,9400.0,9461.0,1993419898,211038,49,D,9465.0,9449.0
2017-07-02,Jam.Petr.,9311.0,9500.0,9311.0,9465.0,3943724261,415650,36,D,9450.0,9500.0
2017-07-01,Jam.Petr.,9484.0,9484.0,9302.0,9450.0,327503661,34861,39,D,9452.0,9484.0
2017-06-28,Jam.Petr.,9301.0,9485.0,9241.0,9452.0,1471174160,155515,35,D,9451.0,9485.0
2017-06-25,Jam.Petr.,9440.0,9440.0,9440.0,9451.0,14632000,1550,3,D,9451.0,9440.0
2017-06-24,Jam.Petr.,9489.0,9489.0,9451.0,9451.0,407325210,42985,11,D,9450.0,9451.0
2017-06-21,Jam.Petr.,9489.0,9499.0,9370.0,9450.0,3276656548,345386,61,D,9432.0,9479.0
2017-06-20,Jam.Petr.,9428.0,9500.0,9302.0,9432.0,6280440602,664339,68,D,9395.0,9474.0
2017-06-19,Jam.Petr.,9400.0,9440.0,9275.0,9395.0,319942830,33969,24,D,9394.0,9400.0
2017-06-18,Jam.Petr.,9350.0,9350.0,9270.0,9394.0,6416781761,687939,35,D,9521.0,9281.0
2017-06-17,Jam.Petr.,9270.0,9450.0,9221.0,9521.0,399490512,43277,17,D,9533.0,9230.0
2017-06-14,Jam.Petr.,9310.0,9488.0,9290.0,9533.0,1438492420,154356,44,D,9570.0,9290.0
2017-06-13,Jam.Petr.,9397.0,9499.0,9330.0,9570.0,168912654,18025,12,D,9574.0,9490.0
2017-06-11,Jam.Petr.,9261.0,9397.0,9261.0,9574.0,91521570,9795,17,D,9576.0,9325.0
2017-06-10,Jam.Petr.,9310.0,9520.0,9310.0,9576.0,103790433,11095,24,D,9578.0,9322.0
2017-06-07,Jam.Petr.,9401.0,9401.0,9310.0,9578.0,1532615490,164568,49,D,9628.0,9310.0
2017-06-06,Jam.Petr.,9500.0,9599.0,9499.0,9628.0,78275430,8218,13,D,9629.0,9500.0
2017-06-03,Jam.Petr.,9470.0,9634.0,9370.0,9629.0,31994710665,3322865,169,D,9634.0,9600.0
2017-05-31,Jam.Petr.,9370.0,9370.0,9360.0,9634.0,468006120,50000,12,D,9648.0,9360.0
2017-05-30,Jam.Petr.,9450.0,9450.0,9400.0,9648.0,488008000,51900,13,D,9661.0,9420.0
2017-05-29,Jam.Petr.,9650.0,9680.0,9380.0,9661.0,304659428,31838,19,D,9664.0,9430.0
2017-05-28,Jam.Petr.,9400.0,9500.0,9390.0,9664.0,211860700,22512,17,D,9670.0,9500.0
2017-05-27,Jam.Petr.,9680.0,9680.0,9500.0,9670.0,36774440,3851,11,D,9670.0,9500.0
2017-05-24,Jam.Petr.,9695.0,9695.0,9660.0,9670.0,41795963500,4322225,200,D,9670.0,9660.0
2017-05-23,Jam.Petr.,9680.0,9694.0,9600.0,9670.0,2379442846,245862,23,D,9668.0,9668.0
2017-05-22,Jam.Petr.,9675.0,9699.0,9658.0,9668.0,8683210537,896550,56,D,9561.0,9699.0
2017-05-21,Jam.Petr.,9630.0,9700.0,9463.0,9561.0,4341123789,454200,46,D,9563.0,9560.0
2017-05-20,Jam.Petr.,9470.0,9678.0,9466.0,9563.0,1192900864,125620,14,D,9572.0,9678.0
2017-05-17,Jam.Petr.,9500.0,9680.0,9403.0,9572.0,6810475893,712072,77,D,9588.0,9431.0
2017-05-16,Jam.Petr.,9690.0,9749.0,9223.0,9588.0,6961229943,727293,82,D,9623.0,9223.0
2017-05-15,Jam.Petr.,9650.0,9690.0,9411.0,9623.0,2964880795,306585,49,D,9604.0,9690.0
2017-05-14,Jam.Petr.,9630.0,9699.0,9360.0,9604.0,5597897030,578980,87,D,9525.0,9603.0
2017-05-13,Jam.Petr.,9568.0,9659.0,9400.0,9525.0,6885138944,720222,91,D,9452.0,9659.0
2017-05-10,Jam.Petr.,9482.0,9482.0,9300.0,9452.0,352408158,37762,11,D,9456.0,9300.0
2017-05-09,Jam.Petr.,9485.0,9500.0,9456.0,9456.0,3817744867,402503,35,D,9439.0,9472.0
2017-05-08,Jam.Petr.,9410.0,9577.0,9199.0,9439.0,6121415888,647333,61,D,9412.0,9547.0
2017-05-07,Jam.Petr.,9201.0,9420.0,9200.0,9412.0,327183426,35520,22,D,9419.0,9200.0
2017-05-06,Jam.Petr.,9400.0,9455.0,9200.0,9419.0,1593116490,171507,49,D,9444.0,9200.0
2017-05-03,Jam.Petr.,9468.0,9475.0,9270.0,9444.0,1230375037,132267,44,D,9464.0,9270.0
2017-05-02,Jam.Petr.,9498.0,9499.0,9320.0,9464.0,171242060,18222,13,D,9465.0,9449.0
2017-05-01,Jam.Petr.,9585.0,9595.0,9350.0,9465.0,2777011603,291754,29,D,9445.0,9500.0
2017-04-30,Jam.Petr.,9450.0,9666.0,9284.0,9445.0,6706980215,711299,92,D,9478.0,9284.0
2017-04-29,Jam.Petr.,9410.0,9691.0,9350.0,9478.0,5959565170,625650,63,D,9410.0,9400.0
2017-04-26,Jam.Petr.,9345.0,9500.0,9345.0,9410.0,1577110487,168149,26,D,9416.0,9366.0
2017-04-24,Jam.Petr.,9372.0,9599.0,9300.0,9416.0,9034161305,959032,82,D,9384.0,9369.0
2017-04-23,Jam.Petr.,9340.0,9690.0,9330.0,9384.0,4234123869,446430,45,D,9311.0,9372.0
2017-04-22,Jam.Petr.,9321.0,9350.0,9310.0,9311.0,16637686324,1786818,80,D,9368.0,9350.0
2017-04-19,Jam.Petr.,9303.0,9400.0,9303.0,9368.0,944778382,101311,29,D,9372.0,9324.0
2017-04-18,Jam.Petr.,9323.0,9400.0,9300.0,9372.0,1830603638,196547,57,D,9385.0,9300.0
2017-04-17,Jam.Petr.,9450.0,9450.0,9321.0,9385.0,4711987058,503757,81,D,9413.0,9322.0
2017-04-16,Jam.Petr.,9357.0,9420.0,9356.0,9413.0,5347425696,568808,67,D,9427.0,9396.0
2017-04-15,Jam.Petr.,9320.0,9484.0,9320.0,9427.0,1769991817,188599,34,D,9436.0,9436.0
2017-04-12,Jam.Petr.,9395.0,9500.0,9359.0,9436.0,249935801,26623,30,D,9437.0,9361.0
2017-04-10,Jam.Petr.,9513.0,9513.0,9362.0,9437.0,7270813484,772705,68,D,9515.0,9400.0
2017-04-09,Jam.Petr.,9550.0,9550.0,9380.0,9515.0,1581100040,168200,14,D,9537.0,9411.0
2017-04-08,Jam.Petr.,9686.0,9686.0,9400.0,9537.0,3107022572,329706,48,D,9590.0,9520.0
2017-04-05,Jam.Petr.,9649.0,9691.0,9410.0,9590.0,5339357979,554496,42,D,9544.0,9691.0
2017-04-04,Jam.Petr.,9690.0,9690.0,9500.0,9544.0,2316297430,243390,21,D,9552.0,9587.0
2017-04-03,Jam.Petr.,9580.0,9690.0,9530.0,9552.0,12131156769,1270037,34,D,9643.0,9648.0
2017-03-29,Jam.Petr.,9650.0,9689.0,9557.0,9643.0,1440101307,149026,30,D,9639.0,9650.0
2017-03-28,Jam.Petr.,9649.0,9660.0,9610.0,9639.0,510900590,52944,19,D,9638.0,9660.0
2017-03-27,Jam.Petr.,9650.0,9650.0,9649.0,9638.0,815423000,84500,12,D,9637.0,9650.0
2017-03-26,Jam.Petr.,9644.0,9645.0,9411.0,9637.0,409284350,42839,8,D,9641.0,9451.0
