<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Zagros.Kosar.Power,20200906,16952.00,16952.00,16952.00,17612.00,12292403760,725130,122,D,17844.00,16952.00
Zagros.Kosar.Power,20200905,17013.00,17013.00,17013.00,17844.00,3374460498,198346,125,D,17908.00,17013.00
Zagros.Kosar.Power,20200902,17116.00,17116.00,17116.00,17908.00,5457368136,318846,65,D,18016.00,17116.00
Zagros.Kosar.Power,20200901,17156.00,17156.00,17156.00,18016.00,2134909796,124441,55,D,18058.00,17156.00
Zagros.Kosar.Power,20200831,19200.00,19200.00,17810.00,18058.00,119110415491,6595898,1388,D,18747.00,17810.00
Zagros.Kosar.Power,20200826,19260.00,19280.00,18053.00,18747.00,357509018422,19069788,4986,D,18794.00,19200.00
Zagros.Kosar.Power,20200825,18700.00,19500.00,18700.00,18794.00,584476019258,31099341,4397,D,19684.00,18800.00
Zagros.Kosar.Power,20200824,18803.00,18803.00,18803.00,19684.00,5054302809,268803,65,D,19792.00,18803.00
Zagros.Kosar.Power,20200823,18837.00,18837.00,18837.00,19792.00,1677302991,89043,72,D,19828.00,18837.00
Zagros.Kosar.Power,20200822,19285.00,21000.00,19285.00,19828.00,88386204668,4457617,723,D,20299.00,19285.00
Zagros.Kosar.Power,20200819,19917.00,19917.00,19917.00,20299.00,30380196780,1525340,273,D,20965.00,19917.00
Zagros.Kosar.Power,20200818,21740.00,21961.00,19871.00,20965.00,539641104923,25739799,5119,D,20916.00,19871.00
Zagros.Kosar.Power,20200817,21031.00,21500.00,20862.00,20916.00,170867331659,8169294,1761,D,21960.00,20862.00
Zagros.Kosar.Power,20200816,21911.00,22759.00,21911.00,21960.00,261940845165,11927861,2001,D,23064.00,21911.00
Zagros.Kosar.Power,20200815,24600.00,24600.00,22759.00,23064.00,466098476654,20208779,2957,D,23956.00,22759.00
Zagros.Kosar.Power,20200812,23971.00,23971.00,22923.00,23956.00,730270070354,30483323,4385,D,22830.00,23971.00
Zagros.Kosar.Power,20200811,22890.00,22907.00,21288.00,22830.00,906105420956,39689578,5635,D,21817.00,22907.00
Zagros.Kosar.Power,20200810,22090.00,23154.00,20950.00,21817.00,944794528561,43304799,7321,D,22052.00,22630.00
Zagros.Kosar.Power,20200809,21989.00,22990.00,21989.00,22052.00,2752685990484,124827299,13906,D,23146.00,21989.00
Zagros.Kosar.Power,20200805,23146.00,23146.00,23146.00,23146.00,134107461080,5793980,390,D,22044.00,23146.00
Zagros.Kosar.Power,20200804,22044.00,22044.00,22044.00,22044.00,84849141564,3849081,298,D,20995.00,22044.00
Zagros.Kosar.Power,20200803,20995.00,20995.00,20995.00,20995.00,72550972845,3455631,244,D,19996.00,20995.00
Zagros.Kosar.Power,20200802,19996.00,19996.00,19996.00,19996.00,68214434384,3411404,167,D,19044.00,19996.00
Zagros.Kosar.Power,20200801,19044.00,19044.00,19044.00,19044.00,121223858328,6365462,207,D,18138.00,19044.00
Zagros.Kosar.Power,20200729,18138.00,18138.00,18138.00,18138.00,458919713418,25301561,623,D,17275.00,18138.00
Zagros.Kosar.Power,20200728,17275.00,17275.00,17275.00,17275.00,90665539925,5248367,281,D,16453.00,17275.00
Zagros.Kosar.Power,20200727,16453.00,16453.00,16453.00,16453.00,102839920731,6250527,339,D,15670.00,16453.00
Zagros.Kosar.Power,20200726,15670.00,15670.00,15670.00,15670.00,211821779210,13517663,338,D,14924.00,15670.00
Zagros.Kosar.Power,20200713,27940.00,29333.00,26925.00,28947.00,962457064649,33248733,8071,D,27937.00,29333.00
Zagros.Kosar.Power,20200712,28046.00,28046.00,26200.00,27937.00,589419211326,21097976,4922,D,26711.00,27500.00
Zagros.Kosar.Power,20200711,26270.00,27970.00,26270.00,26711.00,807407617141,30227273,7158,D,27652.00,26809.00
Zagros.Kosar.Power,20200708,28140.00,28990.00,26607.00,27652.00,1160650119612,41974028,12794,D,28007.00,26607.00
Zagros.Kosar.Power,20200707,28007.00,28007.00,28006.00,28007.00,916483220234,32723367,3217,D,26674.00,28007.00
Zagros.Kosar.Power,20200706,27423.00,27423.00,27423.00,26674.00,24071498055,877785,332,D,26118.00,27423.00
Zagros.Kosar.Power,20200705,26647.00,26647.00,26647.00,26118.00,31961610915,1199445,327,D,25379.00,26647.00
Zagros.Kosar.Power,20200704,25495.00,25495.00,23067.00,25379.00,203614275772,8022892,1227,D,24281.00,25495.00
Zagros.Kosar.Power,20200629,25049.00,25049.00,25049.00,24281.00,20097889807,802343,221,D,23857.00,25049.00
Zagros.Kosar.Power,20200628,23857.00,23857.00,23857.00,23857.00,97183016348,4073564,471,D,22721.00,23857.00
Zagros.Kosar.Power,20200627,23257.00,23257.00,23257.00,22721.00,27090218740,1164820,266,D,22150.00,23257.00
Zagros.Kosar.Power,20200624,22150.00,22150.00,22150.00,22150.00,85961757800,3880892,532,D,21096.00,22150.00
Zagros.Kosar.Power,20200623,21096.00,21096.00,21096.00,21096.00,109686099384,5199379,586,D,20092.00,21096.00
Zagros.Kosar.Power,20200622,20092.00,20092.00,20092.00,20092.00,58277087104,2900512,468,D,19136.00,20092.00
Zagros.Kosar.Power,20200621,19143.00,19143.00,18500.00,19136.00,243307533818,12714876,1542,D,18232.00,19143.00
